,stars
987388,4
879248,2
3005872,1
40171,5
2981589,5
3335757,2
1966071,4
533835,3
2067967,5
2596309,4
5028736,1
3749680,2
1478402,4
843150,5
2516639,5
4622620,4
403633,2
2100903,3
2231540,3
1651747,2
2311,4
4405034,2
1567251,1
3855205,5
3281596,5
298351,2
425477,1
3764823,5
1985548,4
3334850,5
4220636,5
577201,3
1036593,3
1870942,5
2621271,5
4356752,4
5015406,5
2726693,3
1192335,5
4831144,2
1397477,1
3330154,3
2067720,4
3669060,4
2275060,2
549655,2
4376086,4
2526569,4
918704,5
717926,4
3865577,4
3712345,5
191321,4
102653,5
2063884,3
2948987,2
2081644,5
2052462,5
3499295,1
4082904,5
2854242,5
1358852,1
3140412,4
3424771,5
4783515,1
5229626,2
393128,5
4501323,5
4654890,1
5232088,4
2076438,5
2820654,1
3024422,3
925141,3
4903189,4
1079598,5
2083130,1
3823022,1
2966727,4
629675,4
3005863,5
554661,1
4811616,4
1497955,5
4907733,1
762163,4
3495774,1
1204834,5
2134875,5
1107221,5
2376147,5
80504,2
2529436,4
2258297,4
4348832,1
3855177,5
4747621,5
753584,2
2772979,2
2666388,5
1435388,4
206476,2
1578247,1
2110089,2
1822469,3
2653511,4
4313591,1
1910264,4
3841156,1
2596030,4
2488313,5
4949421,1
3672206,5
675677,5
3051024,5
648044,3
933529,5
2276553,3
3396845,5
3242612,5
124011,4
1946573,1
4047518,4
1855257,5
681781,2
3008008,1
4308534,5
3720775,1
20744,5
1898059,2
2613073,5
3314049,4
1110056,5
617563,1
1968005,4
125211,5
3169877,4
4430916,4
2741411,2
1287649,3
3443779,3
2824293,5
4854685,4
4733835,3
4487489,5
2082093,2
1648668,5
3663480,5
2567056,2
3279060,1
1550204,5
2618430,1
446246,4
2953136,4
2971322,2
2354987,5
3690530,5
2951942,4
1094557,3
2598613,4
4755764,4
1130706,4
4581054,5
2166919,4
1643971,5
3293183,4
585051,4
2095664,1
3498044,4
4115957,5
1781432,5
2243752,5
3950726,3
5184534,3
1251479,4
3933480,4
193254,5
5042066,5
3507220,5
1781487,4
1520248,3
4658323,5
4333906,5
4771501,4
4955196,5
4671858,4
941399,3
94944,2
1474319,1
4731367,3
3008454,1
212357,5
2600588,1
2520380,4
2959094,5
4475895,5
2585282,5
4504236,4
805075,5
695481,1
1224562,4
672174,5
1349464,4
2731994,1
3311720,1
3001023,4
2751040,2
4503377,4
1710616,5
4261563,5
2618884,5
1396649,4
1756672,5
4703079,1
270037,3
4277276,5
3952110,5
79067,4
1983266,5
253465,3
959158,5
980834,5
5014820,1
4420516,5
3505280,1
358952,2
2485123,3
2026035,1
2644319,5
2397225,5
2406589,5
4396638,4
3851377,4
2756841,5
4961482,3
3102812,5
4868750,3
4062073,5
3123480,5
4379635,5
1872133,3
54964,5
2051846,4
4198485,1
1869330,4
4582505,5
592404,3
1120257,2
3499373,4
3919661,5
4914614,4
401597,2
4642950,5
709839,1
4712715,2
3138679,4
1654820,4
1558040,5
3052830,4
3341028,4
4139978,5
2595627,5
4153631,1
1117467,4
2020268,5
1494962,4
876998,4
875796,2
910861,2
198438,4
176566,5
767931,5
71671,5
1907094,5
4039586,4
4868855,3
2086988,5
3896546,5
3024287,5
1386266,5
74300,5
4006673,5
1205421,3
2653108,5
2074262,3
3796079,5
3089009,1
862751,3
4877235,4
299956,5
1061709,3
2591107,4
2702993,3
3877244,4
2596782,5
1237926,5
112385,4
3716763,5
255950,5
4822548,2
3519599,5
829073,5
4212675,5
1035310,4
5219699,4
4641850,3
3974342,5
2918156,1
5256516,4
3817371,3
2612329,5
1862487,4
1489843,4
3119344,1
105909,5
826974,3
984925,3
3354135,1
2200147,3
4062955,5
3472616,5
146029,1
4727409,5
3213162,3
851086,3
1385449,2
2579560,3
868579,5
2516803,2
2577572,3
5201606,3
3826914,4
4821358,5
1614789,5
1084630,4
3522459,1
3972349,2
3598257,5
742696,2
44247,4
1776386,5
1653916,4
4989098,5
3892344,1
1427030,5
4340082,3
3021027,1
3261666,5
4849706,5
2638544,1
2626250,5
2249967,5
3256859,5
118075,5
4709584,4
4012285,4
3427484,1
2865090,1
3841656,5
4607777,1
873803,2
2754040,5
2526111,4
1814680,5
3738469,3
4540983,5
68430,5
78152,3
1066417,4
2241056,3
3888747,5
2728965,5
4576389,3
676148,5
1603793,2
1390604,4
694680,2
1366093,3
5115734,3
1775892,2
851435,5
3783571,5
2574273,2
4558799,5
4529716,5
3862783,5
3024164,2
4575813,5
729147,4
5184280,4
2492577,5
891164,4
4662179,5
169804,3
4781344,5
3939950,4
3413595,4
5145127,1
5249012,2
752269,3
2183270,5
1757794,5
2396577,5
2375546,5
4158433,1
5080755,5
4763684,2
2007307,3
1601571,5
1850076,1
2258417,3
3775614,1
1331277,4
3984681,5
4800605,4
2844001,4
777082,5
1808383,5
2455084,4
4137943,1
3778634,4
2558470,5
307134,1
709009,1
3638764,3
1135170,5
2783873,5
2051484,3
1419346,1
227935,5
4859316,5
3500321,5
2863745,2
3546884,2
2919611,5
5098232,4
1260657,4
1666380,4
1724716,4
2615342,3
2477364,5
3331806,5
4895829,3
2940423,5
3107843,4
2941056,5
240846,4
2937199,3
2063422,5
2036099,5
3448426,5
357175,1
4966897,5
2081821,5
1258677,4
810801,5
4650987,5
4177433,4
2938338,5
938068,1
3661527,1
2481069,5
4346517,5
5162747,5
1560637,5
177883,4
1731293,1
4400419,5
2809228,1
168086,5
4292045,2
3073723,4
3078241,3
2620588,5
4205470,3
1199644,1
3336617,1
4364560,5
121252,4
1467,1
4819451,1
1362365,2
3786782,2
1798280,5
4550907,2
3264609,5
2814843,4
1611217,3
1216764,2
3957952,5
5078532,1
292833,4
35,4
3407528,5
2338567,5
2873017,4
2873206,4
4480621,3
2460686,4
1482536,5
1882451,4
2840152,2
2940324,4
1495522,1
2781286,5
3609632,4
419664,1
3082350,5
2479057,5
1048193,2
3218130,4
2625855,3
2004140,5
4473896,4
1663726,2
2494527,5
557860,5
1372199,4
1727951,4
2995043,2
5103506,5
160123,2
396748,5
1749350,4
3991002,4
2136348,3
2646294,4
2193362,4
2734064,4
3316782,5
298782,4
729468,1
3631689,4
2736011,2
3404974,5
4732001,4
3495697,4
2838216,2
1343735,4
3347215,4
243808,2
1237788,4
5066315,4
3172147,5
427234,1
2102989,4
2419567,5
1912194,5
1411179,5
1187284,4
3212192,2
3932511,3
4369621,5
1142603,4
4161780,5
4983176,5
3608226,5
146001,1
4462556,5
2152610,5
1150069,3
5055382,5
1556552,5
1984290,5
4551420,5
3417218,1
4332259,1
4445722,5
3877942,5
1978912,5
4999822,4
4921620,5
621329,4
993321,5
1501737,4
3345106,3
732887,5
3367546,4
675304,1
879210,4
1504300,1
3229502,4
12280,4
2802861,5
4706221,1
2399414,5
1890702,4
4441972,3
2303396,5
1951218,4
5108773,3
4762881,1
3744113,5
1505259,4
1846486,1
4462672,5
555672,5
4979653,5
4265843,5
1900368,5
1452117,3
1365505,5
1998184,5
3852977,5
3296894,2
2122946,4
2094415,5
1854859,4
1021163,4
4893143,5
3643321,5
5216331,5
1621453,5
3085322,2
2177422,5
3942264,1
3863517,1
4697767,4
3193804,4
3568260,4
2032926,4
3240290,4
1915864,4
3154956,3
4458390,5
3185466,5
4131043,5
1712618,5
2694445,3
2068144,4
654177,3
3030720,5
1909691,4
437817,4
1847603,5
1946315,5
203937,4
4446585,2
2603870,5
134414,5
4106702,5
1667616,4
1085974,5
2555935,4
348260,5
2263344,2
4826192,1
673884,5
4447053,5
1739979,5
283667,5
3780033,5
3780151,5
2112602,2
3522479,5
485682,2
728941,5
4789567,3
981033,5
2783557,4
149538,5
919424,3
3038552,1
940009,5
3567983,5
3945502,1
1696672,5
4825532,5
4087425,5
3912422,2
2760978,3
5201631,5
5180694,5
3148723,4
3805463,3
113881,1
1736557,2
4151037,4
3689678,4
3821082,4
986795,5
1798472,5
1312905,5
1045842,1
3565640,4
2577308,1
1401667,5
3871219,4
1057382,5
2415684,4
2396478,4
2674493,5
4871462,3
1024838,5
2114569,5
5220148,5
3449414,5
1891867,1
4104847,5
4935335,5
3023837,1
1488224,2
2982447,4
2947253,5
943505,1
1841923,5
601356,5
4696434,5
1096385,5
4424273,5
2332910,5
796489,5
2432355,5
2462462,5
4056856,5
4190396,1
3080083,5
2639139,4
4973547,4
376994,4
108040,2
2035977,5
4519849,1
1776003,5
28673,5
4951431,3
451988,1
4586069,5
2112084,1
1842313,4
1018183,1
2202583,4
223640,4
1595439,1
1676676,5
2183146,2
4856341,5
2295934,5
288457,3
5028419,5
4612213,5
4333674,5
1786644,4
5186014,5
2171463,4
2702842,4
1171897,4
3329376,5
1131719,5
802042,5
1167379,3
2694716,5
855586,5
1849610,5
3706302,5
3743022,5
2993676,4
940968,1
1956969,5
2296175,1
1064345,5
29660,1
3407355,5
4821825,3
1730303,3
4061706,3
2402262,5
3305012,4
4721511,1
4419129,5
3036758,5
2826061,5
2166932,3
3841667,1
2249681,1
4182842,2
2326390,3
2447665,5
2986495,5
4842885,2
3515348,3
426437,5
882290,5
711353,1
2411667,5
2751736,4
2808255,1
2874259,5
2608944,4
3274278,2
1340273,3
1092539,4
1385744,5
2295888,4
890033,1
4016257,5
3812821,5
1968644,4
4235994,5
4511980,2
3233769,5
4209722,5
2083475,4
3508439,2
1846532,5
467827,4
283749,5
5258817,5
3918631,5
1891474,3
477361,4
5175847,2
1230672,4
839532,3
2600321,5
1966830,2
4561694,3
3276602,4
2772027,4
711427,2
2637651,5
2492043,4
563421,4
2267925,3
1454005,4
4649092,2
2675598,4
4921241,4
2806016,2
966285,4
2878184,3
3454809,2
4162356,5
3175639,1
2191098,4
21679,5
2668570,2
2363973,5
3535471,4
895460,5
2416787,4
3643141,5
1307072,3
4451281,3
5238419,4
1464829,5
2733340,5
2650103,4
2327498,5
287422,1
1362376,1
3693319,1
540634,1
2848333,3
2098194,4
1875679,4
2120716,5
1283842,2
1593703,3
5117402,4
36116,2
1102356,4
1957819,3
1668890,4
1366059,5
4482225,5
1446224,3
1566850,4
391027,3
2221767,3
2688898,5
1339471,5
2853465,5
4999104,5
1705384,5
2182086,5
935750,1
2815337,3
1170218,4
4616498,5
2368353,5
109612,4
3305683,1
2514502,4
1436321,4
5247934,5
4854215,5
1000939,5
4262357,1
4788422,4
2032306,5
1791718,5
5069637,5
210324,4
3704004,5
4803968,3
2600365,4
2002568,1
1658767,3
4622872,5
5127526,4
3900161,1
853160,4
1732078,4
2851084,4
1902916,2
2791533,3
4598499,2
1177761,3
3240806,4
4487930,4
526384,5
2709755,5
2934623,4
4562325,5
1807852,1
3825112,4
2027792,3
1665139,5
2292935,5
130802,5
760751,1
3172032,5
1139088,3
338134,5
4842583,5
4484537,5
2548493,3
4342050,5
1197619,5
1609567,5
4643217,2
4846972,5
1641751,3
3960187,2
1227856,4
3060395,5
4405327,2
3711650,4
247239,1
3819731,3
5202835,2
4414172,3
895150,4
4447504,5
4771670,5
4094028,1
159978,5
4253270,5
3194527,2
4383515,5
696335,5
4035365,5
1940247,5
3987989,2
3866159,2
146682,1
2908320,4
265816,5
4875357,2
4107015,5
1120255,1
4296927,2
2940147,1
1348911,4
741052,5
2590518,4
939461,1
2003900,5
522999,1
1832193,4
4807886,5
3491329,5
961431,3
828672,5
2668925,2
4167024,4
3573616,5
2158006,4
1833544,3
2959494,5
4122198,4
2221834,4
5256085,5
4761731,2
988428,3
4855995,4
1068079,5
1541043,1
1446474,4
3420040,1
4465258,5
5174070,2
5177226,1
4586653,5
1249232,2
2503050,5
2049668,4
552805,5
2269956,5
316293,5
3962552,5
3232684,3
971458,5
4762694,5
3183027,4
600158,1
2738587,3
385615,5
3353666,3
1525036,2
3769655,5
3740744,2
4498712,1
215088,1
601774,4
4886552,4
38150,3
2134186,5
386296,5
2529415,5
316438,5
2949682,5
2457754,5
757655,5
3783376,4
1736476,1
1997282,5
97238,2
658028,5
1643382,5
2175712,5
2094099,2
4222869,1
238270,2
953527,2
1821126,1
2250100,4
501907,5
4156804,3
3523787,4
4280903,3
726849,5
1574726,4
1907664,1
1196703,4
998598,5
387759,3
2687599,5
3455062,5
775238,5
3255078,1
2225631,5
3798594,5
5243528,5
541285,5
918119,4
665717,5
2753351,4
3259339,5
2671378,2
245232,5
4768725,5
988592,4
5203301,2
4914151,3
295367,4
777261,1
282007,4
4193014,5
2481253,3
89593,2
4718674,5
4858398,5
4035339,5
4047249,5
2932,5
5162337,5
797483,5
1113793,4
197458,5
3230901,4
3065304,5
4198302,5
3010162,5
1861218,1
1081541,4
1669043,5
2305012,5
330703,2
4654252,4
4524134,5
4686213,4
1876121,5
337318,5
4440352,4
3848182,5
1987798,4
3051178,5
4284392,5
3511144,2
1402503,5
3972126,5
3786657,5
2534787,3
4732842,1
3931550,5
3855831,5
2919307,4
4562393,4
4602294,5
4041165,2
3437058,2
2912494,4
1388362,4
382007,4
2093783,4
4093794,5
3072578,4
5107341,5
1699680,4
2987358,1
3644876,4
1573952,4
2812914,4
2816365,5
4255492,1
584219,3
1998143,4
2908482,5
546060,5
4564866,4
3856013,4
2507158,4
3831704,3
1479598,4
5165491,5
1664370,5
3877125,1
3452633,5
2060063,2
2245490,4
1121879,3
4201681,1
604744,5
117923,4
4593580,3
1460529,5
3479870,5
970412,1
1521435,4
1845532,2
5180603,4
1374372,1
3042849,5
1119177,4
1509742,5
931471,5
755697,3
2501611,1
4920464,3
2041917,3
1048229,5
2756331,1
1256636,5
3603764,4
1497083,1
2590148,2
3533262,5
4043971,4
2813109,5
2939274,5
4245532,4
2330644,4
1507579,4
3081779,1
4618503,5
4249043,5
1045038,4
5228402,2
991893,5
1709176,4
121633,1
83029,4
4592133,5
2219465,5
3643900,3
1337601,4
4053129,1
3440889,2
930757,4
3829429,5
4136619,1
4348699,4
1466693,5
3844861,5
123027,5
595069,1
630977,4
1821610,2
2668418,5
20124,5
2841579,5
1681845,4
4567302,5
1965079,3
3892844,5
3822888,1
4486935,5
60557,1
893685,5
1070847,5
4107220,5
4947220,2
3653793,1
193261,5
3203565,5
3633421,2
5148644,3
2720773,5
4615044,4
4377495,1
1715377,5
579001,2
4703792,1
2458176,2
4165051,5
4827729,3
1482382,5
1634588,1
4831845,5
3895078,4
3404224,4
1140382,3
3572289,5
808897,5
4676185,1
2380069,5
4221991,4
1096447,4
2897865,1
61948,5
1737021,4
4905217,5
695937,2
1341767,5
76975,5
2615131,5
277042,5
3824010,1
3758852,4
3139829,4
4165587,1
4400387,4
4268350,5
928343,5
599326,2
1998436,2
2828830,3
2688374,4
646791,1
3575130,3
4466545,5
2163281,5
4159147,5
483605,3
767702,4
411435,4
4706579,5
721427,5
1501545,3
5231117,5
4603698,1
2582762,5
3255780,5
5065845,5
2053062,5
77013,5
653458,1
4635255,4
3946378,5
3667288,1
2962384,3
4142595,5
4632883,5
642576,5
453904,2
1002145,4
2259945,4
1784728,3
3530650,1
1058573,3
2407516,3
227786,1
532096,3
4635633,5
1055730,3
1318042,4
799442,1
4721987,2
3910604,1
4542235,5
2337013,5
1072849,3
3366320,4
5244110,1
3920280,4
4724420,3
2864629,3
2132077,4
3431999,4
1002066,5
2426756,3
2351659,4
3322789,4
257588,5
3777227,4
1098608,5
3970590,5
4467112,5
677605,4
3776703,5
3138825,5
4116654,5
3367346,2
1634095,5
5009530,4
267408,4
3161254,1
3157969,4
4017764,4
4573811,5
893865,4
1467319,5
411137,3
1818093,5
55108,4
4758721,5
1448483,5
2131989,1
659660,2
2816010,3
3778462,4
1271950,1
1286020,5
2244975,5
2068104,4
1391503,5
3777061,5
3518116,3
1496174,5
1398314,5
4819048,2
2966351,5
3597825,5
4990631,5
3979759,4
4760436,5
2910115,3
4711705,3
1262534,4
1104906,4
1425620,5
2059753,5
503996,1
2119534,4
3699553,4
5215449,2
4128395,5
1518974,5
2441339,3
4438794,3
711299,1
3348748,5
5078053,5
4189664,4
4178883,2
4767266,5
2776480,4
203333,3
502119,3
2858313,5
640820,5
189359,5
3527011,3
436699,5
1044514,5
611541,5
4433988,5
472089,5
2152146,3
5037346,3
2812285,3
1370350,4
838494,2
5113480,2
1664154,5
3332947,3
4765158,5
3660854,1
2473261,4
2303997,2
1565299,5
5111607,5
76628,5
3050152,5
1696327,1
4393825,5
1301826,5
4776200,5
4175723,3
4430924,1
4002745,4
831874,1
1610355,4
3011370,3
1013690,4
1744805,4
109843,3
4938872,5
683907,4
5176267,5
147501,5
3848427,3
3718770,4
1721178,5
1118832,5
2727527,5
4076186,1
2744003,2
661467,2
3739766,1
2126083,5
4177616,5
1645427,5
623325,2
3148086,5
5171352,5
4075860,5
1852079,1
835756,1
94316,5
2752029,4
1883323,5
2120482,1
4055263,4
3795188,4
3074074,4
574609,1
3583666,5
1994471,5
3569566,5
2107586,5
4607697,4
5029102,5
969386,5
4878513,3
2082802,2
1289048,5
2707533,5
1180507,4
4414818,3
1231618,4
4696009,4
4716878,5
1342919,4
853318,5
1057726,5
5025192,4
178468,4
4758608,4
3068368,5
937591,5
654825,5
4718268,5
1855616,2
2904539,2
3814387,5
1109968,4
5031240,2
2875731,5
4694225,1
941236,4
2901446,1
1652567,4
1077131,4
2199099,5
829553,4
5057938,1
1406624,5
2449531,5
4712912,2
1337599,5
2902347,5
4338554,4
5132369,5
3319996,4
237134,3
198721,2
4058357,5
4845599,5
2302784,4
1288149,1
3646784,5
5224377,3
419627,2
1234214,4
236073,5
3190624,1
3510261,3
864391,5
2831064,4
1462593,1
585382,1
1850353,4
896208,5
4572509,5
297270,2
4459698,4
3971903,1
2119663,3
3060048,1
1508099,5
2364793,4
2958179,1
2564767,1
1282661,5
316006,5
3108262,3
497189,1
4664448,4
4492572,1
3477847,2
1699854,4
2860005,5
4919943,5
1191223,3
3083269,4
2940232,4
3009648,5
1487854,5
3771027,2
5151526,4
2124373,2
3030409,5
907811,2
4478166,5
4393111,5
1320827,5
3496494,3
1629444,1
5049915,5
4414550,5
2494230,1
3017492,4
328675,2
230241,4
1748123,2
105426,5
1449672,1
1092058,4
4639067,5
1272625,5
5137900,5
1364278,5
4356166,3
381473,4
3936327,5
839193,5
4674848,5
802137,1
390142,1
4617296,5
4063276,5
469224,5
4470018,2
3151363,3
639652,3
3895999,1
1864823,4
1848515,5
4859726,1
2620227,4
2575102,4
304939,3
5248989,5
4068371,3
1094692,3
2319493,1
2030226,5
4932217,5
464464,3
4585362,5
280909,5
1797421,1
1568034,5
1136601,4
1169447,5
2806290,2
3488217,1
788591,5
4029897,3
2323148,1
3815434,5
4806583,5
4717212,4
3577566,3
728553,5
4824037,5
4565181,4
1582188,5
3154656,4
4875488,2
3057208,5
1105529,5
4968347,5
1749914,4
3245857,3
5103472,5
4444670,4
565231,5
617981,5
1495136,4
661505,4
4866587,5
3112489,5
15326,5
4181873,5
3147107,5
2412939,3
4007330,5
558726,1
2446797,4
3132835,4
5128281,5
1394016,5
231681,5
667011,2
1825577,3
4818478,5
269316,4
1863338,5
1990852,4
1213798,5
4144830,4
2034992,5
1166977,5
3806714,3
4646225,5
1491783,5
3089327,5
773465,4
1040783,4
1304930,5
2081901,3
3815345,5
463769,4
1117216,5
2545733,4
3075153,1
1017381,5
1718883,2
1909538,4
3543656,5
1909998,4
1500064,2
4405241,5
5173478,4
4916093,5
135985,5
14814,4
3224606,5
3800343,5
1859373,5
5253247,4
2942909,2
3745201,4
2596842,3
1800430,3
1523731,5
974896,1
4021343,3
4348405,5
4274448,1
3735695,5
2555462,3
1280286,4
110521,5
3577729,5
2686233,1
1881078,5
3349864,4
14279,3
3326705,5
2166079,5
4955614,4
396117,1
2025211,3
1711936,5
3817891,3
4122480,4
4350506,2
1653349,1
495539,4
208762,2
1238811,5
3485211,5
1415185,4
3517278,2
480642,4
2165783,2
1624243,2
3876534,2
2055326,5
1081843,3
5201482,2
1665581,3
598210,5
2645497,1
3891603,2
1633104,2
4043488,5
148325,5
5233803,5
3482092,3
989498,5
670707,4
38879,3
4671736,4
4603204,2
363871,5
4058598,5
3762844,4
3466094,4
3966872,1
817328,1
1181879,1
4995572,1
3744034,4
1909763,5
3189396,2
5172483,5
3087453,5
614661,5
5192401,5
3597742,4
1203521,5
5089329,5
934639,5
1077744,4
2288927,5
4319416,2
1761402,3
4783734,5
4375428,5
1477778,1
4737926,5
2634080,5
3531072,5
673120,1
2010145,4
273901,4
4111099,4
262459,5
5094497,4
2125,5
4467445,3
942092,3
3745719,4
4158330,5
2981527,5
3010657,4
3123740,5
5171091,5
605312,1
3416110,5
4285048,5
1723828,4
2480752,2
1162494,5
2070979,5
1534495,1
2023803,5
905338,4
3736002,2
2531283,2
5255801,5
1373796,4
5210190,5
1767770,5
80282,1
4423515,5
2040516,5
4418481,1
2300547,5
567286,5
183487,5
1532696,2
4230380,4
4151399,5
401993,5
3858854,4
5116809,5
3681362,5
4222532,5
716215,4
3719910,2
2161756,5
5067090,4
1906554,2
4208766,2
4658097,1
1207996,1
2748028,1
1469321,1
2806418,4
1046152,3
4523894,5
4852449,4
1656458,1
3082187,5
1449190,4
217032,5
4166282,4
2453931,5
3540848,2
1427127,5
493511,5
3142119,5
4770423,4
4057230,4
4636566,5
2616980,4
3506427,1
1272742,5
4437350,5
2425898,5
466225,4
4582760,4
4043236,4
1577970,3
856656,5
3030132,1
2769834,3
4108746,4
3546162,1
1633117,5
576366,3
217679,5
2953002,5
3386243,5
542510,4
4878561,5
2254864,4
5010023,1
3573220,4
5254444,1
196820,3
481337,5
4610009,3
3595893,1
4161443,5
2141647,4
1169631,5
4896198,1
5174661,5
2224336,5
2499714,4
1875826,5
1352395,1
2873486,5
5177066,5
2598458,5
3836482,5
2141527,4
2562832,2
4847573,4
2389135,1
3084818,5
2263478,5
4773642,2
4639323,5
2098642,4
2500543,3
3667970,5
1959647,5
272766,5
2012050,5
1462474,5
167109,5
3181158,1
4980765,2
2741503,5
1524722,5
4990435,4
1371058,4
2344338,1
4836037,5
976712,5
485315,2
3226260,4
3668844,4
659046,5
3712487,3
2727542,4
2054828,1
3528100,5
537560,5
2505532,5
2332005,4
4454512,1
5185124,1
4133659,1
5152008,5
3994236,1
384084,4
5041611,5
3297336,1
1769880,4
98575,2
1667533,5
1634186,5
4841228,5
327729,1
542669,4
301167,3
1270363,5
4041860,5
1509020,5
2777010,1
35615,1
3126181,5
328753,3
2546531,2
2805707,1
4956419,3
1941377,5
4823652,5
873104,3
4374447,4
4614397,4
1707272,3
4261556,5
194102,4
4909003,5
3891616,4
1829333,1
3594654,1
179438,5
5187679,4
25815,1
3686332,5
515526,5
630538,2
465801,5
4259626,4
1205996,2
2119212,1
3732072,5
1763419,3
2374661,3
4085447,5
510457,4
3037348,4
1016235,3
1062335,5
1427361,5
354462,2
2989451,1
1900667,4
1548872,5
3870065,5
2766717,4
4202393,1
4307379,5
609217,5
3122136,1
3511378,1
161485,5
910132,5
3378017,4
4587819,4
1909531,5
2163903,4
4440640,1
438943,3
3984066,4
1219707,4
1562722,2
309684,3
1416917,5
4775117,5
3282502,5
211116,5
4491317,5
3966010,5
1087768,5
4505315,5
2473359,4
2626561,5
1365753,3
4480974,5
151602,5
2934629,4
4733196,4
652278,4
2344794,5
4328850,5
2106561,5
2965499,2
1093695,1
3186247,5
4643364,5
4067878,5
1674303,5
3769372,4
957574,5
1193274,4
2181444,4
1178607,2
1590248,1
2337524,4
4533579,4
79710,5
4541107,3
2772025,4
457707,5
3810588,5
4670933,1
4050712,5
1572807,1
1199630,3
2814836,4
1156642,5
420115,5
153948,5
3204992,2
56235,2
2987438,5
3424328,5
4955878,5
3316003,5
2689709,4
45540,4
1169976,4
4291405,5
5150978,2
3012699,5
5124925,5
3038008,4
4966129,5
3339968,5
2153555,4
3542867,1
2576700,1
1303347,5
3423468,5
3896982,3
2957414,1
3358871,5
4966495,5
297211,5
4704502,1
2203016,3
2405645,5
5227027,5
3034052,5
5211458,5
2910430,3
2535399,5
2090692,5
3874940,1
1241935,3
159543,5
1111100,5
2903875,5
4775561,5
5171416,5
1224887,5
98303,5
625462,5
903477,2
2171523,5
2909613,5
4331374,5
3348105,3
4818695,4
3749809,5
2385626,4
876601,4
784744,1
352679,4
5113525,4
337861,5
48111,5
3045534,5
531892,5
4688814,5
1857267,5
1013229,5
3922688,4
2384996,4
1143325,5
973518,4
3231186,4
1651666,2
580502,5
2846132,5
2927847,3
181477,5
4224051,3
4766930,5
484941,1
2504417,5
3302382,1
336793,1
3613453,1
4004387,1
1966235,5
14113,3
1339739,4
4499738,4
5165171,3
1294686,5
1428053,4
979330,4
2621422,1
513567,1
4379139,2
4021379,5
3940105,1
1079363,1
1508881,2
1041299,4
1678711,4
4251490,5
2851714,4
4520985,5
260155,4
4333398,4
1636581,4
3114426,4
4768481,1
974113,1
1818235,4
2680296,4
1788620,5
4966873,2
563917,2
2576985,4
5231888,5
3768518,4
2929517,5
2383545,4
4947563,1
2741970,5
2800906,1
605579,5
2609329,2
1132901,1
4630027,3
444030,1
1436305,1
1229843,5
3386536,5
4154094,5
2641599,4
2935307,4
611121,4
887758,3
242034,1
3741156,5
1017744,5
5088150,5
1232142,5
4522398,4
1318253,1
1950220,5
4710293,5
3214608,5
3868957,4
5181438,5
3952674,5
586333,1
4472447,2
1519801,4
2989995,1
2545357,4
269471,4
